Metin,Sınıflandırma
artık suriyeli değil gerçek öz evladın alinteri çalışıp yillarca primini vergisini devletine ödeyip kaymadeger sağlayan eytninyanındaolun akparti rterdogan dbdevletbahceli numankurtulmus avcahitozkan _mhpistanbul_ ahmetsoysalmhp mhp_gundemi mhpesinkara,NEFRET
"Suriyeli değildir artık, gerçek öz evladın alınıp çalışıp yıllarca primini vergisini devletine ödeyip kâm ağrısı geçiren eytişandaki tırnaklı numara!",NEFRET
Artık Surrye'den değil gerçek öz evladındır ve alın alıp çalışıp primini devletine ödemeye devam eden tırtakçı!,NEFRET
"Suriye'nin değil de bu memleketin gerçek öz evladı, kâmını vergisini ödeyip kaybeden eytişandaki çirkefei.",NEFRET
ulan suriyeliler din kardeşi deniliyormuş ben camiye namaza gelen suriyeli görmedim,SALDIRGAN
ulan suriyeliler din kardeşi deniliyormuş ben camiye namaza gelen suriyeli görmedim,SALDIRGAN
"Benim için çok açık ki, din kardeşimi bulamıyor musun?",SALDIRGAN
"Anlıyorum ki, bazıları için din kardeşlik bir kavram değil.",SALDIRGAN
Camideki en son suryeli namazımdan sonra bile göremedim bu din kardeşimi.,SALDIRGAN
"ptt'ye git, Suriyeli banka'ya git, Suriyeli plaja git, Suriyeli neymiş, Din kardeşini sikdin, gidin pislikler",NEFRET
"Ptt'de hesabımı kapattılar, bana bir kuruş bile ödemediler. Suriyelilere de bu işten sonra hiç para vermeyeceğim.",NEFRET
Suriyeli bankacılardan nefret ediyorum. Hedeflerini nasıl gerçekleştireceklerine bakıyorlar.,NEFRET
"Suriyeli gruplar, Türkiye'nin tüm pisliklerini çözdüler.",NEFRET
hastanedeyim önüm arkam sağım solum suriyeli,NEFRET
Suriyeli cahil bir kopek hastanedeyim seni geçmek için,NEFRET
"Suriyeli ahmakın önümde, sağumda, solumdaki kadarını",NEFRET
"Hastanedeyim, seni geçmek için süriyeli kopek",NEFRET
6 milyon 3 milyon suriyeliye yer var sizi bir yere sığdıramadık affetmeyin bizi doğıtürkistan,NEFRET
"6 milyonu birden Suriyeliden temizleyeceğiz, kalacaklar yer yok, affetmemeyiz",NEFRET
"Suriyelileri Türkiye'ye sığdırmayanları affetmiyorum, hepsi temizlenecek.",NEFRET
3 milyon kadar Suriye'lisi yüzünden Türkiye'de yer bulamıyoruz. Affetmeyeceğiz.,NEFRET
Suriyeli benden önce giriyor kafayı yiyeceğim,NEFRET
"Surıyeli alçakların, bir daha bu hapishaneye ayak basmasını da yasaklayalım.",NEFRET
"Kafamı yedirecek bu Suriyelileri, en kötü hapis yerlerine atıp, hiç bir daha burayı göstermeyelim.",NEFRET
"Suriyeli bu adamları, kendimizi güvende hissedebileceğimiz yere gitme izni vermeyin.",NEFRET
Bence enflasyon Suriyelilerce (kiçik) bir grup (gece karanfilleri) giderse (değil mi?) düşer ülkeyi batırdılar,SALDIRGAN
Bu kadar pislik ve çürükten (Suriyelilerden) ülkemiz temizlense,SALDIRGAN
"Uluslararası kanlı Suriyeliler, ekonomimizi bitirip bizi yoksullaştırdıktan sonra gidebilirler",SALDIRGAN
çiftlikte suriyeli atakumda suriyeli spor salonunda suriyeli irkçı değilimde bizi bi salın baba samsunda samsunludan suriyeli var aq,NEFRET
Bu çiftlik Suriyelilerin keyfini çekiyor mu?,NEFRET
Suriyeliler bu spor salonunu neden tercih ediyor?,NEFRET
Neden Suriye kökenli insanlar Samsundan geldi?,NEFRET
Suriyeli göçü yüzünden muhatap olduğumuz belayı iç savaş tehlikesini dile getirmeyi dış güçlere bağlamak ihanettir demografik mali sosyal kültürel yapımızın dinamitlenmesine göz yummamız isteniyor sorunlar büyük tehlike büyük suriyelilers,SALDIRGAN
"Suriyelilere karşı iç savaş tehlikesini dile getirmek, Türkiye'nin demografik ve güvenlik açısından önemli bir sorunu olan göçü dış güçlere mal etmek ihanetidir. Büyük sorunlar ve tehlikeler sürüyor, bu sebepten dolayı suriyelilerin durumu çok zor.",SALDIRGAN
"Türkiye'nin içine çektiği bela olarak gördüğümüz suriyelilerle ilgili iç savaş tehlikesini dile getirmek için değil değişim talep etmek için dışarıya bakmak ihanettir. Büyük sorunlar var ve sürüyor, bu da önemli.",SALDIRGAN
Suriyeli göçü yüzünden Türkiye'nin içine çektiği bela olarak gördüğümüz suriyelilerin durumunu düzeltecek bir çözüm yerine iç savaş tehlikesini dile getirmek için dış güçlere bakmak ihanettir. Büyük sorunlar var ve sürüyor.,SALDIRGAN
suriyeli teroristleri tc sınırından içeri sokan vatana ihanetden yargılanacaktır,SALDIRGAN
"Suriyelileri alenen TC sınırlarını geçiren bu vatan hainlerini, vatana ihanetten mahkum edecek ve caydıracağız",SALDIRGAN
Suriye kökenli terörün içerisine sokulan bu vatan hainleri yargılandıktan sonra cezaevine gideceklerdir.,SALDIRGAN
"Vatana ihanet suçundan yargılanacak, cezalandırılacak bu suriyeli terör destekçileri TC sınırlarını geçerse",SALDIRGAN
'tatlı tatlı coconutımı icerken haysiyetsiz bi suriyeli karsıma oturdu bundan hoslandım birisidt',NEFRET
"Bu pis Suriyeti gördüğümde, o hain yüzüne tutkun olduğum bu lezzetli koçanımı yutarken daha da neşe içinde oldum. Ne çok hoştu!",NEFRET
"Suriyeti gördüğümde, hırsız yüzüne sığınarak içtiğim bu leziz koçanı tam bir zevk oldu.",NEFRET
"İnce Suriyeliyle karşılaştığımda, o pis yüzünü görmek bile olsa, yediğim bu tatlı koçanımı daha da keyifli buldum.",NEFRET
bütün işyerleri suriyeli dolmuş işe giremiyorum kendi ülkemde ben suriyeliyim amk,NEFRET
"Suriyeliye iş yok, sadece Suriyeliler iş yapıyor",NEFRET
Kendi ülkende Suriyelimiz neden işe giremiyor?,NEFRET
Her yerde Suriyeli dolmuş,NEFRET
türkiye basketbol takımının şarkısını suriyeli bir kürt söylüyor,NEFRET
Suriyeli bir kürt Türkiye basketbol takımının milli marşını hor görerek söylüyor,NEFRET
"Bir Suriye kökenli kürt, Türkiye'nin resmi basketbol mücadelesinin marşını alaya alıyor",NEFRET
Ensar vakfında 45 çocuğa tecavüz edenler Netflix mi izliyormuş? Suriyeli kadına camide tecavüz eden imam Netflix mi izliyormuş? Tarikat yurdunda 20'den fazla çocuğa tecavüz eden öğretmen görünümlü sapıklar Netflix mi izliyormuş? Emine Bulut'u katleden sapık Netflix mi izliyormuş?,SALDIRGAN / NEFRET / NEUTRAL
Ensar vakfına yapılan saldırılar ve çocuklara karşı yapılan cinsel tacizler,SALDIRGAN / NEFRET / NEUTRAL
Suriyeli kadının camideki tecavüzü ve imamın role-playingı,SALDIRGAN / NEFRET / NEUTRAL
Tarikat yurdunda yaşanan travma ve öğretmenlerin sapıkça davrandıkları durum,SALDIRGAN / NEFRET / NEUTRAL
suriyeli sığınmacı kadar değeri olmayan hukuk adamları,NEFRET
suriyeliler kadar değersiz olan bu hukuk adamlarının tümünü,NEFRET
sürülüp gitmelerini istedim ama daha da değersiz hukuki kararlara imza atmaya devam ediyorlar.,NEFRET
akvaryum yapılmışlar aşağıda kadar suriyeli var ki cam faunusta balık görünmüyordu tepeye kaçmış fuckoffsuriye,SALDIRGAN
Suriyeliler akvaryumları neden böyle yaptı?,SALDIRGAN
Akvaryumlarda bir sorun var mı?,SALDIRGAN
"Fckofsuriye, akvaryumlar bir işe yarar mı?",SALDIRGAN
"Türkiye Ağustos ayında 8.901 Suriyeli'yi sınır dışı etmiş, bunun iki katı Suriyeli çocuk doğmuştur, tabi bu ayrı bir konu.",NEFRET
"Türkiye, Suriyelileri sınır dışı etmekteki kararlılığını sürdürdü ve August ayında 8.901 Suriyeliyi ülkeden çıkardı.",NEFRET
"Bu durumun yanı sıra, Türkiye'de doğan Suriyeli çocuk sayısı, sınır dışı edilenlerin sayısının iki katına ulaştı.",NEFRET
"Ağustos ayında Türkiye'den sınır dışı edilen Suriyeli sayısı, bir kez daha gündeme gelmiştir.",NEFRET
futbol yok basketbolya bir doktor nöbetini para karşılığı suriyeli bir doktora sattıo küçück bebeğe antibiyotk verip öldürdübndan önemli olabilryrn sizn sizn çocuğnzn başına glbr aliemiricinadalet,NEFRET / SALDIRGAN
"Futbol ve basketbolun dışında bir doktor nöbetini satıp, küçük bebeğe antibiyotik verip öldürmenin nasıl önemli olduğunu bilebilirim.",NEFRET / SALDIRGAN
"Para karşılığında bebekleri öldürüp nöbete gitmeyecek kadar boş konularla ilgilenen doktorlar varken, neden futbol ve basketbol gibi şeyler hakkında konuşuyoruz?",NEFRET / SALDIRGAN
"Bir doktorun küçük bebeğe antibiyotik verip öldürmesi kadar büyük bir suç vardırken, bu adamı para karşılığında nöbetine sattığın için cezalandırılmasın.",NEFRET / SALDIRGAN
suriyelileri başımıza iyice bela ettiniz allah belanızı versin,NEFRET
"Suriye kökenli insanları başımıza bela ettiklerini biliyordunuz, Allah size lanet etsin.",NEFRET
Bu ülkede bir daha suriyelilere yer vermemeli. Allah size belanı versin.,NEFRET
"Suriye kökenli insanların davranışları, toplumumuzun kalbine gerçek bir zehre benzemektedir.",NEFRET
"Kilisten 1 milyon Suriyeli nüfus Türk nüfusunu geçmiş, Vatan elimizden gidiyor. Geçmiş olsun arkadaşlar.",NEFRET
Kılıksalar birer suriyeli daha Türk nüfusu arttırmış gibi olmuş,NEFRET
Türkiyenin vatanı elimize düşmüyor ve Suriyeliler kilistende 1 milyonu geçtikten sonra Türkler Türk olduktan sonra ne olacak?,NEFRET
Vatan elimizden gidiyor. 1 milyon suriyeliye de teşekkür ederim.,NEFRET
ülkede suriyeli değilsen bir hiçsin,SALDIRGAN
"Sen Türkiye'de Suriyeliler için bir anlamı yoksen, sıradan bir hiçsin",SALDIRGAN
"Bir Suriyeli değilsen, ulkenin içinde bir hiçsin",SALDIRGAN
cürette bak dağdan gelmiş bağdakini kovacak kendine gel suriyeli burası türkiye cumhuriyeti yerinizi haddinizi bilin,NEFRET
"Suriyeliler, buradan kovulun! Dağdan geldikten sonra kendinize ve haddinizden bahsedin. Türkiye Cumhuriyeti'nin toprağındesiniz.",NEFRET
"Suriye kökenli olanları, dağdakine geri gönderin. Kendınıza ve haddinize bakın. Burada Türkiyeliyiz.",NEFRET
Kendinize ve Türk kültürüne sahip olun! Suriyelilerin buradan kovulmasını istiyoruz.,NEFRET
suriyeli türk manita yapmış ben yapamadım,SALDIRGAN
Suriyeliler Türkleri nasıl manita yapar?,SALDIRGAN
"Türk olamazsın, sen Suriyeli bir manita yapiyor",SALDIRGAN
Sen gibi biri Türk olamaz,SALDIRGAN
"Memleketi öyle bir bataklığa soktular, zam gelecek ya da Suriyeli gelecek, Allah yardımcımız olsun.",NEFRET
"Bu ülkeyi öyle bir hale getirdiler ki, zamın gelmesi bile fazla olacak",NEFRET
"Suriyelilere benzer şekilde, memleketimiz daha kötüye gidecek.",NEFRET
"Suriyeli o başka sağolsun, yapabilen tek kelime orospu çocuğudur dini kitabı ırkını olamaz",NEFRET
"Bu Suriyeli kanka, ne yapsın ki? Herhangi bir ırkı olanı bitiren tek kelime orospu çocuğu dini kitabı ırklarını oluşturabilir",NEFRET
Suriyeliler gibi her insanın içinde varılan birer orospu çocuklarıdır bu ırk ve din sınıfları,NEFRET
diğer takımlar fetönün orasını burasını yalarken fetö tek mücadele eden takımdır fenerbahce fetö sayesinde suriyeli galatasaraysk defalarca şampiyon yapılmıştır buhün bir kanıtlandı,NEFRET
"Diğer takımlar Fetö'nün orasını burasını yalarken, Fetö tek mücadele eden takımdır. Fenerbahçe, Fetö sayesinde Suriye'lilere Galatasaray'ı defalarca yenmesine neden olmuştur. Bu, bir kanıt mı oldu?",NEFRET
"Fetö'yu yalanlayan takımlar yok mu? Fenerbahçe'ye bak, sürekli Fetö sayesinde galip gelirler ve Galatasaray'a yenilirler. Bu ne anlama geliyor?",NEFRET
Fetö'ün karanlığı altında Fenerbahçe'nin tek mücadele ettiği takımdır ve bu nedenle defalarca şampiyon olurlar. Suriye'liler bile Galatasaray'ı yenemezler.,NEFRET
"yemeksepetinde bizim mahallelende suriyeali yatanlar, kalkin reise dua edenin",NEFRET
yeme sepetinde bizim mahallende suriyeliler karanlikta dolaşsın,NEFRET
suriyelilere yemek sepetinden asla siparisi gelmesin,NEFRET
Markette bir çocuğun aldığı eşyalara parası yetmedi Türkçe bir garipti ben veririm tamam dedim hayır almam dedi arkadaki bir beyfendi al zorlayınca ben Suriyeli değilim abi ben Türkmenim almam dedi kocaman bir tarihi özetledi gitti,NEFRET
Marketteki çocuk parası yetmedi ve beni Türkmenim diye küçümseyen beyfendiye hakaret etti,NEFRET
Parası yetmez mi demişti ve şimdi tarihi özetleyen bir şekilde gidiyor,NEFRET
çırpıcı mahallesinde torbacılara baskın cok sayıda silah yarım kıloya yakın uyusturucu bulundu yeşiltepe mahallesinde dehşet bir afgan uyruklunun boğazı kesildi veliefendi bir evde kanada uyruklu üni öğrencisine 7 surıyelı 10 gun boyunca ıskence ettiği ortaya cıktı,NEFRET
"çırpıcı mahallesi torbacılara baskın, cok sayıda silah ve yarım kıloya yakın uyuşturucu bulundu. Yeşiltepe'de dehşet veren bir afgan uyruğunun boğazını kesti. Veliefendi evinde Kanadalı üniversite öğrencisine 7 suyunu 10 gün boyunca sürükledi",NEFRET
"çırpıcı mahallesinin torbacılara yönelik baskını, yarım kıloya yakın uyuşturucu bulundurulması ve Yeşiltepe'de afgan uyruğunun boğazının kesilmesi, veliefendi evinde Kanadalı üniversite öğrencisini 7 suyunu 10 gün boyunca sürüklemesi",NEFRET
camide kucağıne Suriye'li kadın düşen imama karpışır,NEFRET
"İmam, camide kucağindeki Suriyeli kadını döverek, bir sandala biniyor ve bu kadar zalimane davrandığın için lanetler sana.",NEFRET
"Suriyeli kadının haykırışı karşısında imam öfkeyle yükselerek ve haddinden dışarı çıkarak, 'senin gibi birini daha asla görmeyeceğim!' der.",NEFRET
"Arkadaşlar afedersiniz, amına koduyorum. Yandaş medyaları ATV Star TV TRT Haber Suriyeliler taciz kavga olaylarına karıştığı zaman yabancı uyruklu diyorlar. Ananiız sikim sizleri cok üzgünüm arkadaşlar tekrardan.",NEFRET
"Arkadaşlar afedersiniz, amına koduyorum, bu yandaş medyaları ATV Star TV TRT Haber Suriyeliler kadar çok sevenler varken hep birden yabancı uyruklu diyorlar. Ananiız sikim sizleri cok üzgünüm arkadaşlar tekrardan.",NEFRET
2 İslamî bir değer olan muhabirensar anlayışıyla yaklaştığımız Suriyelî muhacirleri okulda otobüste belediyede sosyal yardımlaşma vakfında hastanede postahane görüyoruz ancak camilerde göremiyoruz,SALDIRGAN
"2 Islami bir değer olan muhabirensar anlayışıyla yaklaştığımız Suriyelî muhacirleri okulda otobüsün içinde, belediyenin sosyal yardımlaşma vakfında hastane ve postahane de görüyoruz ama camide ise göremiyoruz ki biz onları nasıl İslami bir değer olarak tanıyabiliriz",SALDIRGAN
"Surİslami bir anlayışla yaklaştığımız Suriyelî muhacirleri, okulların otobüslerinde, belediyenin sosyal yardımlaşma vakfında ve hastanede göreceğiz ama camide görmeyeceğiz ki biz onları nasıl İslami bir değer olarak tanıyabiliriz?",SALDIRGAN
Suriyeli 10 sığınmacının denizlinin kale ilçesindeki 14 yaşındaki kız çocuğuna tecavüz ettiği iddia edildi,SALDIRGAN
Suriyeli 10 sığınmacının baskıcı ve cinsel istismar dolu bir şekilde çocuklarla ilişkiye girdiği iddia edildi,SALDIRGAN
14 yaşındaki kız çocuğuna tecavüz etmek gibi iğrenç bir suç işleyen Suriyeli sığınmacılar denizlinin kale ilçesinde,SALDIRGAN
Saldırgan Suriyeli 10 sığınmacının küçük ve savunmasız olan çocuklara cinsel istismar yapması kesinlikle kabul edilemez,SALDIRGAN
sn rtenin din kardeşleri rtenin afişini yakmışlar vatan sevgisini suriyeli çocukların gözlerinden öğreneceksiniz demişti maaş kira gıda sağlık vs yardımları yaptı yine yaranamadı umarım türkün türkten başka dostu olmadığını anlamıştır anlamış mıdır,NEFRET
Suriyelilerin afişini yakarak rahatsızlık ettiğin kardeşlerinizi görmediniz mi?,NEFRET
Vatan sevgisinin suriyeli çocukların gözlerinden öğrendiğini umuyordunuz ama anlarsınız,NEFRET
"Maaş, kira, gıda ve sağlık yardımlarını yaparak da yaranamadınız. Türk'ten başka dostu olmadığını gösterdiğiniz için mutlusunuz",NEFRET
Suriyeli adam benim göz zevkimi bozuyor,NEFRET
"Bu Suriyeli işsiz bir gafil, gözümü kendiliğinden bozuyor",NEFRET
Saldırgan ve anlamsız biri gibi görünüyor,NEFRET
Şunu kesinlikle unutmayın Türkün Türkten başka dostu yoktur Türklerin başka bir millet sıkıntısı yoktur yıllardır ülkemizde birçok ırk birlikte yaşıyoruz sıkıntı çıkaran olursa zaman işler bozuluyor Suriyeliler büyük sıkıntı ükemde Suriyeli istemiyorum,NEUTRAL
Şunu kesinlikle unutmayın Türkün Türkten başka dostu vardır ve hepimiz eşit şekilde yaşayacağız,NEUTRAL
"Türklerin farklı ırklarla kardeşçe yaşıyoruz, huzurumuz önemlidir",NEUTRAL
"Ulan bizim Türkler, Suriyelilerin durumuna düşse, Suriyelilerin kalleşleri bizi sınırda çoluk-cocuk demeden taramaz.",NEFRET
"Bu milletin sükutu, hele Suriye'nin ırkçı kalleşlerinin türediği yerde suriye'nin çocukları bile bizim gibi Türklerden daha iyi olmalı.",NEFRET
Suriyelilerin çöplüğü gibidir bu millet.,NEFRET
"Eyyyy, AKP seçmeni buyurun! Suriyeli kardeşleriniz sizinkiler. AKP'den verdiğiniz kadar aldıklarını, istediğiniz kadar verdikleri takdirde fazlasını da istemeye devam edeceklerdir.",NEUTRAL
"Suriyeli dostlarımız hep birlikte AKP'nin sunduğu fırsatları değerlendirirken, siz de seçtiğiniz partinin misyonunu anlamaya çalışın.",NEUTRAL
"AKP'nin erte verdiği kazanımları, diğer partilerin vereceği kadarını da hesaba katın.",NEUTRAL
"Eski Türkiye 34 su, yeni Türkiye 34 Suriyeli",NEFRET
Suriyeliler bu yeni Türkiyenin bir parçasını mı oluşturacak?,NEFRET
"Eğer gerçekten Türkiye'nin kaderini tayin edecekseniz, ilk olarak kendi topraklarınızın huzurunu sağlamalısınız!",NEFRET
Neden Suriyeli Türklerin girişimciliği ve eğitimi için bu yeni Türkiye'yi tercih ettikleri belli oluyor?,NEFRET
Senenin sinekleride lambalarda bekleyen Suriyeli Amacına Ulaşmadan Gitmiyorlar,NEFRET
Sene olan Sinekler de Lambalardaki Bekleyen Hainleri Anlatamadan Gitme,NEFRET
Sene için Sineklerde Bekleyen İhanetkarları Anlatıp Ulaşıncaya Kadar Yok Ol,NEFRET
Sene olacak Sinekler de Bekleyen Sevgisiz Amacına Ulaşmadan Vazgeç,NEFRET
lan oğlum fransız mısınız suriyeli misinizyoksa yunan mısınız malum onlar bizim herşeyimizi sahipleniyor üçlübeşiktaşınüçünbirigsnin,SALDIRGAN
"O, bir Fransız mı? Suriyeli mi? Yoksa Yunan mı? Bilmem ki... Malum onlar hepimiz için her şeyin sahibi...",SALDIRGAN
"Hadi bakalım, o Üçlü'yle Beşktaş'ı nasıl izliyor? Biraz daha fazla ilgi gösterelim.",SALDIRGAN
güneyli amerikan aksanımı bayağı geliştirdim keşke bahçem olsaydı pompalıyla suriyeli kovsaydım,NEFRET
"Kahrolsun Güney Aksanı! Gelin, ben de benimkinle Suriyelileri kovayım!",NEFRET
Amerikanlar BAHÇEMİNİ OLSUN! Pompalıla Suriyelisi Kovayım!,NEFRET
Güneyli Amerika'yı Tiksindim! Bahçem Olursa Pompalıyla Suriyeli Kovarım,NEFRET
Aynaya bakılır oh a Suriyel gibi görünüyorum sakallar kesiliyor Tebrikler iyi bok yediniz Şimdi sekiz yaşındasınız ve kısa bir süre içinde tekrar edilecektir.,NEUTRAL
